Element      g.p.      x      y      EPS_RR     EPS_ZZ     EPS_RZ     EPS_TT      max p.s.      min p,s.   angle
      0    0     1      0.000000E+00    0.350000E+02   -0.777778E-02   -0.425986E-01   -0.135368E-14   -0.777778E-02   -0.777778E-02   -0.425986E-01    -0.000
      0    0     2      0.875000E+00    0.350000E+02   -0.777778E-02   -0.426206E-01   -0.871698E-03   -0.777778E-02   -0.775598E-02   -0.426424E-01    -1.432
      0    0     3      0.000000E+00    0.332500E+02   -0.573957E-02   -0.484080E-01   -0.132550E-04   -0.573957E-02   -0.573956E-02   -0.484080E-01    -0.018
      0    0     4      0.175000E+01    0.350000E+02   -0.777778E-02   -0.427167E-01   -0.177330E-02   -0.777778E-02   -0.768801E-02   -0.428065E-01    -2.898
      0    0     5      0.175000E+01    0.332500E+02   -0.560505E-02   -0.485602E-01   -0.215263E-02   -0.567944E-02   -0.549744E-02   -0.486678E-01    -2.862
      0    0     6      0.262500E+01    0.350000E+02   -0.777778E-02   -0.428612E-01   -0.273771E-02   -0.777778E-02   -0.756543E-02   -0.430735E-01    -4.435
      0    0     7      0.000000E+00    0.315000E+02   -0.305192E-02   -0.542759E-01    0.756772E-05   -0.305192E-02   -0.305192E-02   -0.542759E-01     0.008
      0    0     8      0.350000E+01    0.350000E+02   -0.777778E-02   -0.430754E-01   -0.372683E-02   -0.777778E-02   -0.738858E-02   -0.434646E-01    -5.962
      0    0     9      0.875000E+00    0.315000E+02   -0.293230E-02   -0.543613E-01   -0.121964E-02   -0.299211E-02   -0.290339E-02   -0.543902E-01    -1.358
      0    0    10      0.350000E+01    0.332500E+02   -0.547627E-02   -0.489941E-01   -0.442819E-02   -0.561042E-02   -0.503025E-02   -0.494401E-01    -5.752
      0    0    11      0.175000E+01    0.315000E+02   -0.282409E-02   -0.545169E-01   -0.246281E-02   -0.293232E-02   -0.270701E-02   -0.546339E-01    -2.722
      0    0    12      0.262500E+01    0.315000E+02   -0.273668E-02   -0.547131E-01   -0.373403E-02   -0.288356E-02   -0.246980E-02   -0.549800E-01    -4.088
      0    0    13      0.437500E+01    0.350000E+02   -0.777778E-02   -0.433186E-01   -0.477989E-02   -0.777778E-02   -0.714616E-02   -0.439503E-01    -7.528
      0    0    14      0.350000E+01    0.315000E+02   -0.264141E-02   -0.549881E-01   -0.502456E-02   -0.283469E-02   -0.216349E-02   -0.554660E-01    -5.434
      0    0    15      0.000000E+00    0.297500E+02    0.259798E-03   -0.631015E-01    0.956113E-04    0.259798E-03    0.259943E-03   -0.631016E-01     0.086
      0    0    16      0.525000E+01    0.350000E+02   -0.777778E-02   -0.436242E-01   -0.587233E-02   -0.777778E-02   -0.684030E-02   -0.445617E-01    -9.070
      0    0    17      0.175000E+01    0.297500E+02    0.473937E-03   -0.632461E-01   -0.264064E-02    0.358324E-03    0.583181E-03   -0.633554E-01    -2.369
      0    0    18      0.525000E+01    0.332500E+02   -0.531702E-02   -0.496834E-01   -0.685087E-02   -0.553440E-02   -0.428323E-02   -0.507172E-01    -8.581
      0    0    19      0.437500E+01    0.315000E+02   -0.248744E-02   -0.553303E-01   -0.637195E-02   -0.278083E-02   -0.172995E-02   -0.560878E-01    -6.779
      0    0    20      0.612500E+01    0.350000E+02   -0.777778E-02   -0.439814E-01   -0.697869E-02   -0.777778E-02   -0.647913E-02   -0.452801E-01   -10.541
      0    0    21      0.350000E+01    0.297500E+02    0.737685E-03   -0.636679E-01   -0.539619E-02    0.482412E-03    0.118667E-02   -0.641169E-01    -4.756
      0    0    22      0.525000E+01    0.315000E+02   -0.230979E-02   -0.557626E-01   -0.774455E-02   -0.271885E-02   -0.121033E-02   -0.568621E-01    -8.080
      0    0    23      0.000000E+00    0.280000E+02    0.406619E-02   -0.719439E-01    0.326070E-04    0.406619E-02    0.406621E-02   -0.719439E-01     0.025
      0    0    24      0.700000E+01    0.350000E+02   -0.777778E-02   -0.444123E-01   -0.814700E-02   -0.777778E-02   -0.604770E-02   -0.461423E-01   -11.989
      0    0    25      0.612500E+01    0.315000E+02   -0.204187E-02   -0.563198E-01   -0.911566E-02   -0.263980E-02   -0.551851E-03   -0.578098E-01    -9.283
      0    0    26      0.875000E+00    0.280000E+02    0.414336E-02   -0.719249E-01   -0.141460E-02    0.410478E-02    0.416966E-02   -0.719512E-01    -1.065
      0    0    27      0.700000E+01    0.332500E+02   -0.509827E-02   -0.506527E-01   -0.944182E-02   -0.545240E-02   -0.321885E-02   -0.525322E-01   -11.258
      0    0    28      0.175000E+01    0.280000E+02    0.424116E-02   -0.719716E-01   -0.289419E-02    0.414324E-02    0.435091E-02   -0.720814E-01    -2.172
      0    0    29      0.525000E+01    0.297500E+02    0.121268E-02   -0.644936E-01   -0.813089E-02    0.655006E-03    0.220389E-02   -0.654848E-01    -6.950
      0    0    30      0.262500E+01    0.280000E+02    0.439543E-02   -0.721382E-01   -0.429760E-02    0.420511E-02    0.463600E-02   -0.723787E-01    -3.204
      0    0    31      0.700000E+01    0.315000E+02   -0.180395E-02   -0.569808E-01   -0.105256E-01   -0.254966E-02    0.135722E-03   -0.589205E-01   -10.441
      0    0    32      0.350000E+01    0.280000E+02    0.453451E-02   -0.723955E-01   -0.569704E-02    0.426879E-02    0.495412E-02   -0.728151E-01    -4.212
      0    0    33      0.787500E+01    0.350000E+02   -0.777778E-02   -0.448823E-01   -0.936854E-02   -0.777778E-02   -0.554649E-02   -0.471136E-01   -13.396
      0    0    34      0.437500E+01    0.280000E+02    0.487842E-02   -0.727844E-01   -0.703086E-02    0.435735E-02    0.550979E-02   -0.734158E-01    -5.131
      0    0    35      0.787500E+01    0.315000E+02   -0.142407E-02   -0.577350E-01   -0.120010E-01   -0.244617E-02    0.102690E-02   -0.601860E-01   -11.543
      0    0    36      0.875000E+01    0.350000E+02   -0.777778E-02   -0.454343E-01   -0.106875E-01   -0.777778E-02   -0.495594E-02   -0.482561E-01   -14.790
      0    0    37      0.000000E+00    0.262500E+02    0.819120E-02   -0.822244E-01   -0.280739E-04    0.819120E-02    0.819121E-02   -0.822244E-01    -0.018
      0    0    38      0.700000E+01    0.297500E+02    0.191838E-02   -0.658070E-01   -0.108644E-01    0.878855E-03    0.361856E-02   -0.675072E-01    -8.894
      0    0    39      0.525000E+01    0.280000E+02    0.516500E-02   -0.732911E-01   -0.838443E-02    0.447234E-02    0.605102E-02   -0.741771E-01    -6.032
      0    0    40      0.875000E+01    0.332500E+02   -0.475559E-02   -0.519647E-01   -0.123122E-01   -0.534574E-02   -0.173751E-02   -0.549828E-01   -13.773
      0    0    41      0.175000E+01    0.262500E+02    0.836379E-02   -0.823023E-01   -0.293022E-02    0.827237E-02    0.845839E-02   -0.823969E-01    -1.849
      0    0    42      0.612500E+01    0.280000E+02    0.561062E-02   -0.738859E-01   -0.966089E-02    0.459947E-02    0.676783E-02   -0.750431E-01    -6.830
      0    0    43      0.875000E+01    0.315000E+02   -0.108262E-02   -0.586576E-01   -0.134803E-01   -0.232456E-02    0.191727E-02   -0.616575E-01   -12.546
      0    0    44      0.350000E+01    0.262500E+02    0.874010E-02   -0.827146E-01   -0.562432E-02    0.841295E-02    0.908469E-02   -0.830592E-01    -3.506
      0    0    45      0.962500E+01    0.350000E+02   -0.777778E-02   -0.460140E-01   -0.120914E-01   -0.777778E-02   -0.427502E-02   -0.495168E-01   -16.156
      0    0    46      0.700000E+01    0.280000E+02    0.606691E-02   -0.746718E-01   -0.109738E-01    0.475687E-02    0.753185E-02   -0.761367E-01    -7.604
