           1   1.2192859086686836        2.8789825515667111E-002
           2  -14.664902927715232       -1108.6286245163926     
           3 -0.16639851169359732       -8.3477669221565520E-012
           4  -21.961036021215730       -1108.4551091241367     
           5   6.3238303482648917E-012  -4.2232883856740955E-012
           6  -113.12967082619718       -3327.0010579764767     
           7 -0.16047109163055517       -2.0142221224261903E-011
           8  -96.016116079939721       -2217.8775073071388     
           9   4.3864911702939935E-012  -5.5280224842135794E-012
          10   1.3216094885137863E-011  -2.5817570303843240E-010
          11  -1.5507595207964187E-011   9.6989083431253675E-012
          12  -1.1430856261540612E-011  -5.1016968427575193E-011
          13  -313.99746789501438       -5549.1953352238415     
          14  -1.5702994460298214E-011   5.7454485613561701E-011
          15 -0.33960291173779522        7.2009065377187653E-012
          16  -222.58476075892207       -3330.0284320068722     
          17   1.3571366253017914E-011   1.8812507107668353E-011
          18   1.9895196601282805E-012   2.5145396875814185E-010
          19  -4.0305536685991683E-011   1.7848833522293717E-010
          20  -625.48964662904257       -7780.5506801829897     
          21  -4.1922021409845911E-012  -4.5254466840560781E-011
          22   3.9577230381837580E-011   3.5228708838985767E-011
          23 -0.24659375580195708        1.4072909504392328E-011
          24  -407.07671218516623       -4448.2299423997174     
          25  -5.2772008984902641E-011  -7.2589045885251835E-011
          26  -1.1589063042549697E-011  -1.7834622667578515E-011
          27   1.8758328224066645E-011   3.3125502341135871E-011
          28   3.1175062531474396E-011  -5.1308290949236834E-011
          29   3.8653524825349450E-011   1.0246026249660645E-011
          30  -7.5970341129050212E-011  -1.4438228390645236E-011
          31   6.4659388954169117E-011  -4.7535309022350702E-010
          32   1.0587086762825493E-011  -5.5905502449604683E-011
          33  -1061.2185113015651       -10032.419599183886     
          34  -3.0722091537427332E-011   4.2064129956997931E-011
          35   3.3040237212844659E-012  -3.8380676414817572E-010
          36  -658.91984049902806       -5580.2058366913707     
          37 -0.36306360049818354       -1.0293987884324451E-011
          38   2.9842794901924208E-012   3.9108272176235914E-010
          39   4.0287773117597681E-011  -8.9386276158620603E-011
          40   5.2011728257639334E-011   2.8347812985884957E-010
          41   1.0089706847793423E-011  -5.7383875429195541E-011
          42   3.4852121189032914E-011  -1.0197709343628958E-010
          43  -7.7662321018578950E-011   9.3791641120333225E-011
          44   9.9120711638533976E-012   3.3313796166112297E-011
          45  -1640.5508281140951       -12330.064629975530     
          46   3.4525271530583268E-011  -6.2087224250717554E-010
          47  -2.3661073100811336E-010  -1.3784529073745944E-011
          48  -7.5459638537722640E-011  -6.6577854340721387E-011
          49  -6.0538241086760536E-012   1.8849277694243938E-010
          50  -1001.8278598157417       -6739.2648345089865     
          51 -0.15385140369298722        1.8556822745097179E-011
          52   4.1495695768389851E-011   3.5981884138891473E-010
          53  -6.9594330298627938E-012  -2.1174173525650986E-011
          54  -3.6681768733615172E-011   1.3436363133223495E-011
          55   1.3642420526593924E-010   2.8401814233802725E-010
          56   7.8337336617551045E-012  -3.5385028240852989E-011
          57  -4.5252690483721381E-011  -8.9968921201943886E-011
          58  -1.2519763004092965E-010   4.6242121243267320E-010
          59   6.4162009039137047E-011   4.1211478674085811E-011
          60  -5.8903992794512305E-011   8.1797679740702733E-011
          61  -2388.4757317909030       -14734.836902814402     
          62   2.2586377212974185E-011   3.3327296478091739E-010
          63  -2.1913137970841490E-010  -5.3688609114033170E-010
          64   4.7046810891515634E-011  -9.8339114629197866E-011
          65   1.2325074294494698E-010   2.4874680093489587E-010
          66   6.9114491907384945E-011  -6.9348971010185778E-011
          67   6.1950444774083735E-012   1.4131273928796872E-010
          68 -0.21123723410773232       -7.2608585810485238E-012
          69  -1482.8984132167948       -7979.3291133948933     
          70  -5.1159076974727213E-011   6.6660277298069559E-010
          71   3.3626434969846741E-011  -2.6035840150484546E-011
          72  -6.5014660322049167E-011  -2.9217517294455320E-011
          73  -4.3698378249246161E-012  -8.2707174442475662E-012
          74  -6.5227823142777197E-011  -1.7280399333685637E-010
          75  -2.4353852268177434E-011   1.4553691585206252E-010
          76  -2.6858515411731787E-011  -5.5109694585553370E-010
          77   2.5126567493316543E-011   4.8669335228623822E-010
          78  -3290.8637753714656       -17391.783812329162     
          79   5.2224891078367364E-012   9.2370555648813024E-012
          80   1.4992451724538114E-010   6.5060135057137813E-010
          81   1.9902302028640406E-010   4.2837200453504920E-010
          82   1.2357759260339662E-010  -9.6406438387930393E-011
          83   9.1020524450868834E-011  -1.3066880910628242E-010
          84  -2.7711166694643907E-011  -6.0595084505621344E-010
          85  -4.5444936383728513E-002   5.0681681074138396E-012
          86  -2463.1883896905779       -9292.9533073162729     
          87  -6.5636385215839255E-012  -2.4840574042173102E-011
          88  -1.6427748050773516E-010  -2.9206148610683158E-010
          89  -2.3092638912203256E-011  -1.0669687355857604E-010
          90  -1.3997691894473974E-010   1.7024603948812000E-010
          91  -2.6512125828048738E-012   1.2853718089900212E-011
          92  -1.1093348462054564E-011   2.7171154215466231E-010
          93   6.0673688295764805E-012  -1.4259171621233691E-010
          94   6.2506444464816013E-010  -4.6600234782090411E-010
          95  -7.7915451868193486E-012   1.1567635738174431E-011
          96  -3.0510038939723927E-011   1.4847501006443053E-010
          97   1.4034995388101379E-010  -3.0118485483399127E-010
          98   2.1524471094380715E-010   3.0490809876937419E-010
          99  -4168.4569016287869       -20774.501878308434     
         100   6.3806737671256997E-011  -3.0863134270475712E-010
         101   3.0024871477962733E-011  -7.7463369052566122E-011
         102  -1.0558665053395089E-010   4.1211478674085811E-012
         103  -1.4320988839244819E-010   9.8118846381112235E-011
         104   3.4812153160146408E-011   1.2516920833149925E-010
         105  -4.4042280933354050E-010   1.8667378753889352E-010
