           1   5.0722966439520869        7.0994471380271360     
           2  -65.521096654967593       -9460.3118013718722     
           3   6.7079906142493098        3.5299763112562837E-011
           4  -113.05027957706862       -9470.5827789475334     
           5   3.7005065678382709E-011   8.8817841970014901E-011
           6  -520.31261776095994       -28687.927899808128     
           7 -0.85405264425615079       -2.5705659822962860E-011
           8  -488.37456411018292       -19217.123077486736     
           9   3.6960656757398233E-011   5.7553961596571010E-011
          10  -1.1652900866466222E-010   1.3841372492609647E-011
          11   1.1965539670210427E-011  -6.5142668983793054E-011
          12   4.6455284063991318E-011   1.0231815394914010E-011
          13  -1518.5286257916255       -48301.516339277674     
          14  -1.9326762412653012E-011   2.0861534716497474E-010
          15  -5.0231983182087276        2.7569058147495687E-011
          16  -1105.0064197023303       -28999.490951654800     
          17   1.4324541552926515E-011   1.1966250212935930E-010
          18  -3.2969182939210746E-012   3.5520031360648401E-010
          19   2.5615776166889667E-010  -8.7538865045654269E-011
          20  -3098.5712888688076       -68247.676037692174     
          21  -1.3073986338014795E-012   1.1027623258996259E-010
          22   8.0746076491769100E-011   5.7298161820666581E-011
          23  -1.5223678956793507       -5.3450577297591664E-012
          24  -2053.3787118376358       -39131.839800167552     
          25   1.4203038745106120E-010   1.2755663192364657E-010
          26  -3.3793412512754708E-011   5.9202420743562567E-011
          27  -1.6598278307357926E-010  -4.3678483052644961E-010
          28  -1.3926637620807491E-012  -1.7627144514001518E-010
          29  -2.4215296434702974E-011  -3.8211567243713864E-010
          30  -3.5180747204341089E-011   1.5620571502953020E-010
          31   6.0452975958315468E-011   2.7594637688693396E-010
          32   2.0293100533345374E-011  -1.8366086591671319E-010
          33  -5266.4790196085014       -88562.310036920389     
          34   1.6942180991466765E-010  -5.6388671510014195E-011
          35  -1.1556267054400367E-010   2.6648194761950437E-010
          36  -3235.9646291099184       -49566.095537891248     
          37  -1.5494966990923751       -1.5631940186702042E-012
          38  -5.1500137487957409E-011   2.1793766791240493E-010
          39   3.6210678899810734E-010  -3.0377123711447868E-010
          40  -6.6393113229436996E-011   6.6575012169779836E-010
          41  -1.1340262062709175E-011   1.3346834748518549E-010
          42  -4.8054005219500243E-011   3.4742697607735454E-010
          43   8.7868556875050347E-010   8.1865911269548808E-010
          44  -4.1836756281585305E-011   2.1657342585899198E-011
          45  -8077.1385839609402       -109687.92409222697     
